Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"UBE2Q1","Ubiquitin Conjugating Enzyme E2 Q1","Protein Coding","Q7Z7E8","42","GC01M154548","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2Q1"
"WDCP","WD Repeat And Coiled Coil Containing","Protein Coding","Q9H6R7","42","GC02M024056","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDCP"
"ZNF469","Zinc Finger Protein 469","Protein Coding","Q96JG9","42","GC16P122775","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF469"
"AARSD1","Alanyl-TRNA Synthetase Domain Containing 1","Protein Coding","Q9BTE6","41","GC17M097234","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AARSD1"
"ANKRD54","Ankyrin Repeat Domain 54","Protein Coding","Q6NXT1","41","GC22M086293","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD54"
"ASB8","Ankyrin Repeat And SOCS Box Containing 8","Protein Coding","Q9H765","41","GC12M048147","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASB8"
"C15orf39","Chromosome 15 Open Reading Frame 39","Protein Coding","Q6ZRI6","41","GC15P075195","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C15orf39"
"CEP295","Centrosomal Protein 295","Protein Coding","Q9C0D2","41","GC11P093661","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP295"
"DNAJA4","DnaJ Heat Shock Protein Family (Hsp40) Member A4","Protein Coding","Q8WW22","41","GC15P078264","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJA4"
"DTWD2","DTW Domain Containing 2","Protein Coding","Q8NBA8","41","GC05M118836","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DTWD2"
"FAM193A","Family With Sequence Similarity 193 Member A","Protein Coding","P78312","41","GC04P029550","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM193A"
"FBRS","Fibrosin","Protein Coding","Q9HAH7","41","GC16P121060","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBRS"
"GPBP1","GC-Rich Promoter Binding Protein 1","Protein Coding","Q86WP2","41","GC05P057173","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPBP1"
"HAUS4","HAUS Augmin Like Complex Subunit 4","Protein Coding","Q9H6D7","41","GC14M028760","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAUS4"
"HSDL2","Hydroxysteroid Dehydrogenase Like 2","Protein Coding","Q6YN16","41","GC09P152335","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSDL2"
"LRCH2","Leucine Rich Repeats And Calponin Homology Domain Containing 2","Protein Coding","Q5VUJ6","41","GC0XM115192","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRCH2"
"MAP7D2","MAP7 Domain Containing 2","Protein Coding","Q96T17","41","GC0XM020006","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP7D2"
"MORC4","MORC Family CW-Type Zinc Finger 4","Protein Coding","Q8TE76","41","GC0XM106813","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MORC4"
"MTFR1L","Mitochondrial Fission Regulator 1 Like","Protein Coding","Q9H019","41","GC01P076380","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTFR1L"
"N4BP2L2","NEDD4 Binding Protein 2 Like 2","Protein Coding","Q92802","41","GC13M032432","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=N4BP2L2"
"NHSL1","NHS Like 1","Protein Coding","Q5SYE7","41","GC06M138422","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NHSL1"
"PATL1","PAT1 Homolog 1, Processing Body MRNA Decay Factor","Protein Coding","Q86TB9","41","GC11M059636","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PATL1"
"PRRC2B","Proline Rich Coiled-Coil 2B","Protein Coding","Q5JSZ5","41","GC09P131373","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRRC2B"
"R3HCC1L","R3H Domain And Coiled-Coil Containing 1 Like","Protein Coding","Q7Z5L2","41","GC10P124284","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=R3HCC1L"
"R3HDM1","R3H Domain Containing 1","Protein Coding","Q15032","41","GC02P135531","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=R3HDM1"
"RADIL","Rap Associating With DIL Domain","Protein Coding","Q96JH8","41","GC07M004797","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RADIL"
"RPRD2","Regulation Of Nuclear Pre-MRNA Domain Containing 2","Protein Coding","Q5VT52","41","GC01P150363","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPRD2"
"RTF2","Replication Termination Factor 2","Protein Coding","Q9BY42","41","GC20P056469","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTF2"
"SPC24","SPC24 Component Of NDC80 Kinetochore Complex","Protein Coding","Q8NBT2","41","GC19M011131","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPC24"
"TANGO6","Transport And Golgi Organization 6 Homolog","Protein Coding","Q9C0B7","41","GC16P068843","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TANGO6"
"TATDN2","TatD DNase Domain Containing 2","Protein Coding","Q93075","41","GC03P010248","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TATDN2"
"TM9SF3","Transmembrane 9 Superfamily Member 3","Protein Coding","Q9HD45","41","GC10M096518","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TM9SF3"
"TMEM131","Transmembrane Protein 131","Protein Coding","Q92545","41","GC02M102352","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM131"
"TMEM263","Transmembrane Protein 263","Protein Coding","Q8WUH6","41","GC12P106955","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM263"
"ZBTB1","Zinc Finger And BTB Domain Containing 1","Protein Coding","Q9Y2K1","41","GC14P064503","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB1"
"ZBTB5","Zinc Finger And BTB Domain Containing 5","Protein Coding","O15062","41","GC09M037438","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB5"
"ZCCHC3","Zinc Finger CCHC-Type Containing 3","Protein Coding","Q9NUD5","41","GC20P000297","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZCCHC3"
"ZNRD2","Zinc Ribbon Domain Containing 2","Protein Coding","O60232","41","GC11P107820","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNRD2"
"ZSWIM8","Zinc Finger SWIM-Type Containing 8","Protein Coding","A7E2V4","41","GC10P073785","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZSWIM8"
"ANKRD52","Ankyrin Repeat Domain 52","Protein Coding","Q8NB46","40","GC12M056237","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD52"
"ARMC6","Armadillo Repeat Containing 6","Protein Coding","Q6NXE6","40","GC19P152112","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMC6"
"ARMCX5","Armadillo Repeat Containing X-Linked 5","Protein Coding","Q6P1M9","40","GC0XP102613","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMCX5"
"C17orf75","Chromosome 17 Open Reading Frame 75","Protein Coding","Q9HAS0","40","GC17M032324","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C17orf75"
"CASKIN2","CASK Interacting Protein 2","Protein Coding","Q8WXE0","40","GC17M075500","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASKIN2"
"COPRS","Coordinator Of PRMT5 And Differentiation Stimulator","Protein Coding","Q9NQ92","40","GC17M031851","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPRS"
"ENTR1","Endosome Associated Trafficking Regulator 1","Protein Coding","Q96C92","40","GC09M136403","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENTR1"
"FAM120B","Family With Sequence Similarity 120 Member B","Protein Coding","Q96EK7","40","GC06P170290","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM120B"
"FBXL12","F-Box And Leucine Rich Repeat Protein 12","Protein Coding","Q9NXK8","40","GC19M009810","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL12"
"FBXL16","F-Box And Leucine Rich Repeat Protein 16","Protein Coding","Q8N461","40","GC16M049762","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL16"
"FOXN4","Forkhead Box N4","Protein Coding","Q96NZ1","40","GC12M109277","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXN4"
"GPN3","GPN-Loop GTPase 3","Protein Coding","Q9UHW5","40","GC12M110452","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPN3"
"IFFO1","Intermediate Filament Family Orphan 1","Protein Coding","Q0D2I5","40","GC12M006538","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFFO1"
"IFRD2","Interferon Related Developmental Regulator 2","Protein Coding","Q12894","40","GC03M050287","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFRD2"
"KIAA1671","KIAA1671","Protein Coding","Q9BY89","40","GC22P091780","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIAA1671"
"MCMBP","Minichromosome Maintenance Complex Binding Protein","Protein Coding","Q9BTE3","40","GC10M119829","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCMBP"
"MIS18A","MIS18 Kinetochore Protein A","Protein Coding","Q9NYP9","40","GC21M032154","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIS18A"
"MTCL2","Microtubule Crosslinking Factor 2","Protein Coding","O94964","40","GC20M036777","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTCL2"
"NCKAP5L","NCK Associated Protein 5 Like","Protein Coding","Q9HCH0","40","GC12M049791","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCKAP5L"
"PROSER1","Proline And Serine Rich 1","Protein Coding","Q86XN7","40","GC13M039009","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROSER1"
"QTRT2","Queuine TRNA-Ribosyltransferase Accessory Subunit 2","Protein Coding","Q9H974","40","GC03P114023","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QTRT2"
"RAVER1","Ribonucleoprotein, PTB Binding 1","Protein Coding","Q8IY67","40","GC19M010316","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAVER1"
"SELENOK","Selenoprotein K","Protein Coding","Q9Y6D0","40","GC03M053884","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELENOK"
"TMEM177","Transmembrane Protein 177","Protein Coding","Q53S58","40","GC02P119679","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM177"
"USP54","Ubiquitin Specific Peptidase 54","Protein Coding","Q70EL1","40","GC10M073497","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP54"
"ZNF507","Zinc Finger Protein 507","Protein Coding","Q8TCN5","40","GC19P032345","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF507"
"AIRIM","AFG2 Interacting Ribosome Maturation Factor","Protein Coding","Q9NX04","39","GC01M037681","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIRIM"
"ARK2N","Arkadia (RNF111) N-Terminal Like PKA Signaling Regulator 2N","Protein Coding","Q96B23","39","GC18P046173","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARK2N"
"CCDC138","Coiled-Coil Domain Containing 138","Protein Coding","Q96M89","39","GC02P108786","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC138"
"DCAF16","DDB1 And CUL4 Associated Factor 16","Protein Coding","Q9NXF7","39","GC04M017794","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCAF16"
"FAM171A1","Family With Sequence Similarity 171 Member A1","Protein Coding","Q5VUB5","39","GC10M015354","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM171A1"
"HAUS5","HAUS Augmin Like Complex Subunit 5","Protein Coding","O94927","39","GC19P152390","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAUS5"
"PITHD1","PITH Domain Containing 1","Protein Coding","Q9GZP4","39","GC01P023778","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PITHD1"
"TIPRL","TOR Signaling Pathway Regulator","Protein Coding","O75663","39","GC01P177256","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIPRL"
"TTC13","Tetratricopeptide Repeat Domain 13","Protein Coding","Q8NBP0","39","GC01M230906","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC13"
"WDR75","WD Repeat Domain 75","Protein Coding","Q8IWA0","39","GC02P189441","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR75"
"ZNF593","Zinc Finger Protein 593","Protein Coding","O00488","39","GC01P076400","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF593"
"CCSER2","Coiled-Coil Serine Rich Protein 2","Protein Coding","Q9H7U1","38","GC10P084328","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCSER2"
"FAM53C","Family With Sequence Similarity 53 Member C","Protein Coding","Q9NYF3","38","GC05P138331","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM53C"
"GPN2","GPN-Loop GTPase 2","Protein Coding","Q9H9Y4","38","GC01M026876","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPN2"
"HAUS3","HAUS Augmin Like Complex Subunit 3","Protein Coding","Q68CZ6","38","GC04M002227","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAUS3"
"ICE1","Interactor Of Little Elongation Complex ELL Subunit 1","Protein Coding","Q9Y2F5","38","GC05P005780","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICE1"
"JCAD","Junctional Cadherin 5 Associated","Protein Coding","Q9P266","38","GC10M030012","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JCAD"
"PBDC1","Polysaccharide Biosynthesis Domain Containing 1","Protein Coding","Q9BVG4","38","GC0XP076172","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PBDC1"
"SAGE1","Sarcoma Antigen 1","Protein Coding","Q9NXZ1","38","GC0XP135889","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAGE1"
"TMEM208","Transmembrane Protein 208","Protein Coding","Q9BTX3","38","GC16P121851","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM208"
"TTC27","Tetratricopeptide Repeat Domain 27","Protein Coding","Q6P3X3","38","GC02P032628","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC27"
"C4orf46","Chromosome 4 Open Reading Frame 46","Protein Coding","Q504U0","37","GC04M158666","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C4orf46"
"ENKD1","Enkurin Domain Containing 1","Protein Coding","Q9H0I2","37","GC16M067662","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENKD1"
"GPBP1L1","GC-Rich Promoter Binding Protein 1 Like 1","Protein Coding","Q9HC44","37","GC01M045627","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPBP1L1"
"HGH1","HGH1 Homolog","Protein Coding","Q9BTY7","37","GC08P144137","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HGH1"
"MAGED4","MAGE Family Member D4","Protein Coding","Q96JG8","37","GC0XP052184","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGED4"
"MCRIP1","MAPK Regulated Corepressor Interacting Protein 1","Protein Coding","C9JLW8","37","GC17M098255","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCRIP1"
"NAT14","N-Acetyltransferase 14 (Putative)","Protein Coding","Q8WUY8","37","GC19P153138","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAT14"
"NKAPD1","NKAP Domain Containing 1","Protein Coding","Q6ZUT1","37","GC11P113463","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKAPD1"
"PHLDB3","Pleckstrin Homology Like Domain Family B Member 3","Protein Coding","Q6NSJ2","37","GC19M043474","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHLDB3"
"SDE2","SDE2 Telomere Maintenance Homolog","Protein Coding","Q6IQ49","37","GC01M225982","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDE2"
"THEM6","Thioesterase Superfamily Member 6","Protein Coding","Q8WUY1","37","GC08P142727","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THEM6"
"TMEM39B","Transmembrane Protein 39B","Protein Coding","Q9GZU3","37","GC01P076682","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM39B"
"TRABD","TraB Domain Containing","Protein Coding","Q9H4I3","37","GC22P050185","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRABD"
"PRR14L","Proline Rich 14 Like","Protein Coding","Q5THK1","35","GC22M031676","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRR14L"
"MIR874","MicroRNA 874","RNA Gene","","27","GC05M137647","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR874"
"RPLP0P6","Ribosomal Protein Lateral Stalk Subunit P0 Pseudogene 6","Pseudogene","Q8NHW5","24","GC02P038481","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPLP0P6"
"CASC9","Cancer Susceptibility 9","RNA Gene","","22","GC08M075132","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASC9"
"PIPSL","PIP5K1A And PSMD4 Like (Pseudogene)","Pseudogene","A2A3N6","22","GC10M093958","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIPSL"
"HSP90AA4P","Heat Shock Protein 90 Alpha Family Class A Member 4, Pseudogene","Pseudogene","Q58FG1","21","GC04P189472","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90AA4P"
"LINC03033","Long Intergenic Non-Protein Coding RNA 3033","RNA Gene","","18","GC14P061738","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC03033"
"LOC102723566","Uncharacterized LOC102723566","RNA Gene","","18","GC09P127816","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC102723566"
"MIR507","MicroRNA 507","RNA Gene","","14","GC0XM147246","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR507"
"SAMD4A-AS1","SAMD4A Antisense RNA 1","RNA Gene","","12","GC14M054688","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAMD4A-AS1"
"LOC129997307","ATAC-STARR-Seq Lymphoblastoid Silent Region 17609","Functional Element","","4","GC06P139373","0.305922836065292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC129997307"
"TFEB","Transcription Factor EB","Protein Coding","P19484","55","GC06M106693","0.287216573953629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFEB"
"TRIM32","Tripartite Motif Containing 32","Protein Coding","Q13049","55","GC09P116687","0.287216573953629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM32"
"LINC00861","Long Intergenic Non-Protein Coding RNA 861","RNA Gene","","21","GC08M137790","0.287216573953629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00861"
"LOC110011216","Paired Like Homeobox 2b Polyalanine Repeat Instability Region","Functional Element","","7","GC04P041745","0.287216573953629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110011216"
"AQP8","Aquaporin 8","Protein Coding","O94778","49","GC16P120771","0.265910893678665","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AQP8"
"ATE1","Arginyltransferase 1","Protein Coding","O95260","49","GC10M121709","0.265910893678665","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATE1"
"BDH2","3-Hydroxybutyrate Dehydrogenase 2","Protein Coding","Q9BUT1","45","GC04M103077","0.265910893678665","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BDH2"
"MIR10A","MicroRNA 10a","RNA Gene","","30","GC17M048579","0.265910893678665","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR10A"
"ENEMAL","Enhancer LncRNA Neighbor Of NEAT1 And MALAT1","RNA Gene","","10","GC11M140930","0.265910893678665","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENEMAL"
"IL6ST","Interleukin 6 Cytokine Family Signal Transducer","Protein Coding","P40189","63","GC05M055935","0.242742314934731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6ST"
"VRK1","VRK Serine/Threonine Kinase 1","Protein Coding","Q99986","60","GC14P096797","0.242742314934731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VRK1"
"NAGA","Alpha-N-Acetylgalactosaminidase","Protein Coding","P17050","58","GC22M042058","0.242742314934731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAGA"
"IL21","Interleukin 21","Protein Coding","Q9HBE4","57","GC04M122612","0.242742314934731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL21"
"PRKD2","Protein Kinase D2","Protein Coding","Q9BZL6","57","GC19M046674","0.242742314934731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKD2"
"ALS2","Alsin Rho Guanine Nucleotide Exchange Factor ALS2","Protein Coding","Q96Q42","56","GC02M201776","0.242742314934731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALS2"
"NEK1","NIMA Related Kinase 1","Protein Coding","Q96PY6","56","GC04M169393","0.242742314934731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK1"
"FGFRL1","Fibroblast Growth Factor Receptor Like 1","Protein Coding","Q8N441","55","GC04P029474","0.242742314934731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFRL1"
"MRTFA","Myocardin Related Transcription Factor A","Protein Coding","Q969V6","52","GC22M086972","0.242742314934731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRTFA"
"FXYD1","FXYD Domain Containing Ion Transport Regulator 1","Protein Coding","O00168","50","GC19P152383","0.242742314934731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FXYD1"
"NRG4","Neuregulin 4","Protein Coding","Q8WWG1","48","GC15M075935","0.242742314934731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRG4"
"PGRMC2","Progesterone Receptor Membrane Component 2","Protein Coding","O15173","48","GC04M128269","0.242742314934731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGRMC2"
"ARRDC3","Arrestin Domain Containing 3","Protein Coding","Q96B67","45","GC05M091368","0.242742314934731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARRDC3"
"CTSD","Cathepsin D","Protein Coding","P07339","65","GC11M001752","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSD"
"ATP1B1","ATPase Na+/K+ Transporting Subunit Beta 1","Protein Coding","P05026","61","GC01P169105","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP1B1"
"TYR","Tyrosinase","Protein Coding","P14679","61","GC11P089177","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYR"
"AVPR2","Arginine Vasopressin Receptor 2","Protein Coding","P30518","60","GC0XP153902","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AVPR2"
"PHYH","Phytanoyl-CoA 2-Hydroxylase","Protein Coding","O14832","57","GC10M013277","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHYH"
"FZD7","Frizzled Class Receptor 7","Protein Coding","O75084","56","GC02P204795","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD7"
"ADGRG6","Adhesion G Protein-Coupled Receptor G6","Protein Coding","Q86SQ4","54","GC06P142301","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRG6"
"ALCAM","Activated Leukocyte Cell Adhesion Molecule","Protein Coding","Q13740","54","GC03P105366","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALCAM"
"FLOT1","Flotillin 1","Protein Coding","O75955","54","GC06M106410","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLOT1"
"IL1RL1","Interleukin 1 Receptor Like 1","Protein Coding","Q01638","54","GC02P102294","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RL1"
"CEP41","Centrosomal Protein 41","Protein Coding","Q9BYV8","52","GC07M130393","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP41"
"POMGNT2","Protein O-Linked Mannose N-Acetylglucosaminyltransferase 2 (Beta 1,4-)","Protein Coding","Q8NAT1","51","GC03M043121","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POMGNT2"
"S100A7","S100 Calcium Binding Protein A7","Protein Coding","P31151","51","GC01M153457","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A7"
"FBXO28","F-Box Protein 28","Protein Coding","Q9NVF7","48","GC01P224325","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO28"
"FNDC5","Fibronectin Type III Domain Containing 5","Protein Coding","Q8NAU1","47","GC01M035669","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNDC5"
"KLHL8","Kelch Like Family Member 8","Protein Coding","Q9P2G9","47","GC04M087160","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL8"
"LUC7L2","LUC7 Like 2, Pre-MRNA Splicing Factor","Protein Coding","Q9Y383","47","GC07P165701","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUC7L2"
"SNX16","Sorting Nexin 16","Protein Coding","P57768","44","GC08M081799","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX16"
"SFTA3","Surfactant Associated 3","RNA Gene","P0C7M3","42","GC14M036560","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTA3"
"AHNAK2","AHNAK Nucleoprotein 2","Protein Coding","Q8IVF2","41","GC14M104937","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHNAK2"
"C10orf67","Chromosome 10 Open Reading Frame 67","Protein Coding","Q8IYJ2","40","GC10M023201","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C10orf67"
"MIR659","MicroRNA 659","RNA Gene","","26","GC22M086970","0.217115327715874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR659"
