Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"METTL1","Methyltransferase 1, TRNA Methylguanosine","Protein Coding","Q9UBP6","51","GC12M057768","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL1"
"NAGK","N-Acetylglucosamine Kinase","Protein Coding","Q9UJ70","51","GC02P071064","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAGK"
"NCBP1","Nuclear Cap Binding Protein Subunit 1","Protein Coding","Q09161","51","GC09P097633","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCBP1"
"NUBP2","NUBP Iron-Sulfur Cluster Assembly Factor 2, Cytosolic","Protein Coding","Q9Y5Y2","51","GC16P001782","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUBP2"
"OTUB1","OTU Deubiquitinase, Ubiquitin Aldehyde Binding 1","Protein Coding","Q96FW1","51","GC11P063985","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTUB1"
"PDIA6","Protein Disulfide Isomerase Family A Member 6","Protein Coding","Q15084","51","GC02M010784","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDIA6"
"PRMT8","Protein Arginine Methyltransferase 8","Protein Coding","Q9NR22","51","GC12P003381","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRMT8"
"RABGGTA","Rab Geranylgeranyltransferase Subunit Alpha","Protein Coding","Q92696","51","GC14M024265","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RABGGTA"
"RNASEH2C","Ribonuclease H2 Subunit C","Protein Coding","Q8TDP1","51","GC11M065714","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEH2C"
"RNF5","Ring Finger Protein 5","Protein Coding","Q99942","51","GC06P181918","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF5"
"RNPEP","Arginyl Aminopeptidase","Protein Coding","Q9H4A4","51","GC01P201982","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNPEP"
"RPL23","Ribosomal Protein L23","Protein Coding","P62829","51","GC17M038847","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL23"
"RPN2","Ribophorin II","Protein Coding","P04844","51","GC20P037178","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPN2"
"RPS2","Ribosomal Protein S2","Protein Coding","P15880","51","GC16M049820","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS2"
"SAR1A","Secretion Associated Ras Related GTPase 1A","Protein Coding","Q9NR31","51","GC10M070147","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAR1A"
"SPART","Spartin","Protein Coding","Q8N0X7","51","GC13M042960","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPART"
"STK25","Serine/Threonine Kinase 25","Protein Coding","O00506","51","GC02M241492","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK25"
"STRAP","Serine/Threonine Kinase Receptor Associated Protein","Protein Coding","Q9Y3F4","51","GC12P015882","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STRAP"
"TIMM50","Translocase Of Inner Mitochondrial Membrane 50","Protein Coding","Q3ZCQ8","51","GC19P039480","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMM50"
"TIMMDC1","Translocase Of Inner Mitochondrial Membrane Domain Containing 1","Protein Coding","Q9NPL8","51","GC03P119498","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMMDC1"
"TMEM165","Transmembrane Protein 165","Protein Coding","Q9HC07","51","GC04P055395","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM165"
"TOMM70","Translocase Of Outer Mitochondrial Membrane 70","Protein Coding","O94826","51","GC03M100364","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOMM70"
"TSN","Translin","Protein Coding","Q15631","51","GC02P121737","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSN"
"TUBA3E","Tubulin Alpha 3e","Protein Coding","Q6PEY2","51","GC02M130191","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA3E"
"YBX3","Y-Box Binding Protein 3","Protein Coding","P16989","51","GC12M035805","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YBX3"
"ZPR1","ZPR1 Zinc Finger","Protein Coding","O75312","51","GC11M140583","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZPR1"
"ACBD3","Acyl-CoA Binding Domain Containing 3","Protein Coding","Q9H3P7","50","GC01M226144","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACBD3"
"ACTR3B","Actin Related Protein 3B","Protein Coding","Q9P1U1","50","GC07P152759","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR3B"
"ACYP2","Acylphosphatase 2","Protein Coding","P14621","50","GC02P053970","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACYP2"
"AK4","Adenylate Kinase 4","Protein Coding","P27144","50","GC01P065147","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AK4"
"ANAPC7","Anaphase Promoting Complex Subunit 7","Protein Coding","Q9UJX3","50","GC12M110372","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANAPC7"
"ANKRD17","Ankyrin Repeat Domain 17","Protein Coding","O75179","50","GC04M073074","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD17"
"AP2A2","Adaptor Related Protein Complex 2 Subunit Alpha 2","Protein Coding","O94973","50","GC11P000924","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP2A2"
"AP3S1","Adaptor Related Protein Complex 3 Subunit Sigma 1","Protein Coding","Q92572","50","GC05P115841","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP3S1"
"ARFGAP1","ARF GTPase Activating Protein 1","Protein Coding","Q8N6T3","50","GC20P063272","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARFGAP1"
"ATP6V1H","ATPase H+ Transporting V1 Subunit H","Protein Coding","Q9UI12","50","GC08M053715","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1H"
"BRAT1","BRCA1 Associated ATM Activator 1","Protein Coding","Q6PJG6","50","GC07M004001","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRAT1"
"BYSL","Bystin Like","Protein Coding","Q13895","50","GC06P182055","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BYSL"
"CDK18","Cyclin Dependent Kinase 18","Protein Coding","Q07002","50","GC01P205504","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK18"
"CDS2","CDP-Diacylglycerol Synthase 2","Protein Coding","O95674","50","GC20P005126","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDS2"
"CLN6","CLN6 Transmembrane ER Protein","Protein Coding","Q9NWW5","50","GC15M068206","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLN6"
"CLPTM1L","CLPTM1 Like","Protein Coding","Q96KA5","50","GC05M001317","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLPTM1L"
"CLTB","Clathrin Light Chain B","Protein Coding","P09497","50","GC05M176392","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLTB"
"CRYGS","Crystallin Gamma S","Protein Coding","P22914","50","GC03M186538","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRYGS"
"DAD1","Defender Against Cell Death 1","Protein Coding","P61803","50","GC14M028740","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAD1"
"DDX18","DEAD-Box Helicase 18","Protein Coding","Q9NVP1","50","GC02P154159","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX18"
"DDX39A","DExD-Box Helicase 39A","Protein Coding","O00148","50","GC19M014408","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX39A"
"DSC1","Desmocollin 1","Protein Coding","Q08554","50","GC18M031129","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSC1"
"DSTN","Destrin, Actin Depolymerizing Factor","Protein Coding","P60981","50","GC20P017570","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSTN"
"DUSP9","Dual Specificity Phosphatase 9","Protein Coding","Q99956","50","GC0XP153642","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP9"
"EIF3E","Eukaryotic Translation Initiation Factor 3 Subunit E","Protein Coding","P60228","50","GC08M108163","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3E"
"EIF3G","Eukaryotic Translation Initiation Factor 3 Subunit G","Protein Coding","O75821","50","GC19M010115","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3G"
"EIF3M","Eukaryotic Translation Initiation Factor 3 Subunit M","Protein Coding","Q7L2H7","50","GC11P032762","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3M"
"EXOC8","Exocyst Complex Component 8","Protein Coding","Q8IYI6","50","GC01M231332","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOC8"
"FERMT2","FERM Domain Containing Kindlin 2","Protein Coding","Q96AC1","50","GC14M052857","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FERMT2"
"GALK2","Galactokinase 2","Protein Coding","Q01415","50","GC15P049155","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALK2"
"GAPVD1","GTPase Activating Protein And VPS9 Domains 1","Protein Coding","Q14C86","50","GC09P125261","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAPVD1"
"H1-3","H1.3 Linker Histone, Cluster Member","Protein Coding","P16402","50","GC06M109040","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-3"
"IPO11","Importin 11","Protein Coding","Q9UI26","50","GC05P062403","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO11"
"IPO5","Importin 5","Protein Coding","O00410","50","GC13P097953","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO5"
"KIFBP","Kinesin Family Binding Protein","Protein Coding","Q96EK5","50","GC10P068993","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIFBP"
"MRI1","Methylthioribose-1-Phosphate Isomerase 1","Protein Coding","Q9BV20","50","GC19P013764","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRI1"
"NDUFA11","NADH:Ubiquinone Oxidoreductase Subunit A11","Protein Coding","Q86Y39","50","GC19M005891","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA11"
"NDUFA7","NADH:Ubiquinone Oxidoreductase Subunit A7","Protein Coding","O95182","50","GC19M008308","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA7"
"NKRF","NFKB Repressing Factor","Protein Coding","O15226","50","GC0XM119588","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKRF"
"PDXP","Pyridoxal Phosphatase","Protein Coding","Q96GD0","50","GC22P037658","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDXP"
"PES1","Pescadillo Ribosomal Biogenesis Factor 1","Protein Coding","O00541","50","GC22M030576","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PES1"
"PIP","Prolactin Induced Protein","Protein Coding","P12273","50","GC07P143132","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIP"
"PYCR3","Pyrroline-5-Carboxylate Reductase 3","Protein Coding","Q53H96","50","GC08M147340","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYCR3"
"RFC3","Replication Factor C Subunit 3","Protein Coding","P40938","50","GC13P033818","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFC3"
"RNH1","Ribonuclease/Angiogenin Inhibitor 1","Protein Coding","P13489","50","GC11M015051","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNH1"
"RPS8","Ribosomal Protein S8","Protein Coding","P62241","50","GC01P044775","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS8"
"SELENOI","Selenoprotein I","Protein Coding","Q9C0D9","50","GC02P029654","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELENOI"
"SLC35B2","Solute Carrier Family 35 Member B2","Protein Coding","Q8TB61","50","GC06M044254","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35B2"
"SMOX","Spermine Oxidase","Protein Coding","Q9NWM0","50","GC20P004120","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMOX"
"SNAPIN","SNAP Associated Protein","Protein Coding","O95295","50","GC01P176651","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAPIN"
"SNRPC","Small Nuclear Ribonucleoprotein Polypeptide C","Protein Coding","P09234","50","GC06P181995","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPC"
"SNU13","Small Nuclear Ribonucleoprotein 13","Protein Coding","P55769","50","GC22M086154","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNU13"
"SNX2","Sorting Nexin 2","Protein Coding","O60749","50","GC05P122774","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX2"
"SPAG9","Sperm Associated Antigen 9","Protein Coding","O60271","50","GC17M050962","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPAG9"
"SPG21","SPG21 Abhydrolase Domain Containing, Maspardin","Protein Coding","Q9NZD8","50","GC15M064963","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPG21"
"SRP68","Signal Recognition Particle 68","Protein Coding","Q9UHB9","50","GC17M076038","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRP68"
"SRRT","Serrate, RNA Effector Molecule","Protein Coding","Q9BXP5","50","GC07P100875","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRRT"
"STARD7","StAR Related Lipid Transfer Domain Containing 7","Protein Coding","Q9NQZ5","50","GC02M096184","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STARD7"
"STAU1","Staufen Double-Stranded RNA Binding Protein 1","Protein Coding","O95793","50","GC20M049113","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAU1"
"TBC1D15","TBC1 Domain Family Member 15","Protein Coding","Q8TC07","50","GC12P071839","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D15"
"THOC6","THO Complex Subunit 6","Protein Coding","Q86W42","50","GC16P003024","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THOC6"
"TMCO1","Transmembrane And Coiled-Coil Domains 1","Protein Coding","Q9UM00","50","GC01M165724","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMCO1"
"TMX2","Thioredoxin Related Transmembrane Protein 2","Protein Coding","Q9Y320","50","GC11P059449","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMX2"
"TMX3","Thioredoxin Related Transmembrane Protein 3","Protein Coding","Q96JJ7","50","GC18M068673","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMX3"
"TWF1","Twinfilin Actin Binding Protein 1","Protein Coding","Q12792","50","GC12M043793","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TWF1"
"USO1","USO1 Vesicle Transport Factor","Protein Coding","O60763","50","GC04P075724","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USO1"
"USP19","Ubiquitin Specific Peptidase 19","Protein Coding","O94966","50","GC03M054747","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP19"
"AAMP","Angio Associated Migratory Cell Protein","Protein Coding","Q13685","49","GC02M218264","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AAMP"
"AP5Z1","Adaptor Related Protein Complex 5 Subunit Zeta 1","Protein Coding","O43299","49","GC07P004775","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP5Z1"
"BTF3","Basic Transcription Factor 3","Protein Coding","P20290","49","GC05P073498","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTF3"
"CDK17","Cyclin Dependent Kinase 17","Protein Coding","Q00537","49","GC12M096278","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK17"
"COPG2","COPI Coat Complex Subunit Gamma 2","Protein Coding","Q9UBF2","49","GC07M130506","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPG2"
"EFHD2","EF-Hand Domain Family Member D2","Protein Coding","Q96C19","49","GC01P015409","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFHD2"
"EIF3I","Eukaryotic Translation Initiation Factor 3 Subunit I","Protein Coding","Q13347","49","GC01P032221","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3I"
"ERCC6L","ERCC Excision Repair 6 Like, Spindle Assembly Checkpoint Helicase","Protein Coding","Q2NKX8","49","GC0XM072204","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC6L"
"ESYT1","Extended Synaptotagmin 1","Protein Coding","Q9BSJ8","49","GC12P075419","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESYT1"
"H1-1","H1.1 Linker Histone, Cluster Member","Protein Coding","Q02539","49","GC06M106082","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-1"
"HNRNPA0","Heterogeneous Nuclear Ribonucleoprotein A0","Protein Coding","Q13151","49","GC05M137750","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPA0"
"ILF2","Interleukin Enhancer Binding Factor 2","Protein Coding","Q12905","49","GC01M153661","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ILF2"
"KHDRBS2","KH RNA Binding Domain Containing, Signal Transduction Associated 2","Protein Coding","Q5VWX1","49","GC06M061542","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KHDRBS2"
"MAGOH","Mago Homolog, Exon Junction Complex Subunit","Protein Coding","P61326","49","GC01M053226","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGOH"
"MGME1","Mitochondrial Genome Maintenance Exonuclease 1","Protein Coding","Q9BQP7","49","GC20P017968","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGME1"
"NAP1L4","Nucleosome Assembly Protein 1 Like 4","Protein Coding","Q99733","49","GC11M002944","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAP1L4"
"NELFCD","Negative Elongation Factor Complex Member C/D","Protein Coding","Q8IXH7","49","GC20P058981","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NELFCD"
"PGAM5","PGAM Family Member 5, Mitochondrial Serine/Threonine Protein Phosphatase","Protein Coding","Q96HS1","49","GC12P132710","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGAM5"
"RBM15","RNA Binding Motif Protein 15","Protein Coding","Q96T37","49","GC01P110338","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM15"
"RDH13","Retinol Dehydrogenase 13","Protein Coding","Q8NBN7","49","GC19M055039","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RDH13"
"RPS18","Ribosomal Protein S18","Protein Coding","P62269","49","GC06P181949","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS18"
"RTCB","RNA 2',3'-Cyclic Phosphate And 5'-OH Ligase","Protein Coding","Q9Y3I0","49","GC22M032387","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTCB"
"SHPK","Sedoheptulokinase","Protein Coding","Q9UHJ6","49","GC17M003608","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHPK"
"STAU2","Staufen Double-Stranded RNA Binding Protein 2","Protein Coding","Q9NUL3","49","GC08M073421","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAU2"
"STOML2","Stomatin Like 2","Protein Coding","Q9UJZ1","49","GC09M035099","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STOML2"
"TRMT10C","TRNA Methyltransferase 10C, Mitochondrial RNase P Subunit","Protein Coding","Q7L0Y3","49","GC03P101561","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRMT10C"
"TUBA3C","Tubulin Alpha 3c","Protein Coding","P0DPH7","49","GC13M019173","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA3C"
"TUBB8","Tubulin Beta 8 Class VIII","Protein Coding","Q3ZCM7","49","GC10M000048","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB8"
"TXNDC9","Thioredoxin Domain Containing 9","Protein Coding","O14530","49","GC02M102363","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNDC9"
"UNC45A","Unc-45 Myosin Chaperone A","Protein Coding","Q9H3U1","49","GC15P193986","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC45A"
"YTHDC1","YTH N6-Methyladenosine RNA Binding Protein C1","Protein Coding","Q96MU7","49","GC04M068310","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YTHDC1"
"ACOT13","Acyl-CoA Thioesterase 13","Protein Coding","Q9NPJ3","48","GC06P024667","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACOT13"
"AHNAK","AHNAK Nucleoprotein","Protein Coding","Q09666","48","GC11M139644","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHNAK"
"ATAD3B","ATPase Family AAA Domain Containing 3B","Protein Coding","Q5T9A4","48","GC01P074939","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATAD3B"
"ATP5MG","ATP Synthase Membrane Subunit G","Protein Coding","O75964","48","GC11P125144","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5MG"
"CDK3","Cyclin Dependent Kinase 3","Protein Coding","Q00526","48","GC17P155610","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK3"
"CLTA","Clathrin Light Chain A","Protein Coding","P09496","48","GC09P036190","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLTA"
"CMBL","Carboxymethylenebutenolidase Homolog","Protein Coding","Q96DG6","48","GC05M010275","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMBL"
"COX17","Cytochrome C Oxidase Copper Chaperone COX17","Protein Coding","Q14061","48","GC03M119654","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX17"
"CYP20A1","Cytochrome P450 Family 20 Subfamily A Member 1","Protein Coding","Q6UW02","48","GC02P203238","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP20A1"
"DCP1A","Decapping MRNA 1A","Protein Coding","Q9NPI6","48","GC03M054925","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCP1A"
"DUSP13B","Dual Specificity Phosphatase 13B","Protein Coding","Q9UII6","48","GC10M075094","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP13B"
"ECHDC1","Ethylmalonyl-CoA Decarboxylase 1","Protein Coding","Q9NTX5","48","GC06M127288","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECHDC1"
"EYA3","EYA Transcriptional Coactivator And Phosphatase 3","Protein Coding","Q99504","48","GC01M027970","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EYA3"
"FHOD1","Formin Homology 2 Domain Containing 1","Protein Coding","Q9Y613","48","GC16M067839","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FHOD1"
"G3BP2","G3BP Stress Granule Assembly Factor 2","Protein Coding","Q9UN86","48","GC04M075642","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=G3BP2"
"GOLGA3","Golgin A3","Protein Coding","Q08378","48","GC12M132768","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLGA3"
"GORASP2","Golgi Reassembly Stacking Protein 2","Protein Coding","Q9H8Y8","48","GC02P170928","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GORASP2"
"GPS1","G Protein Pathway Suppressor 1","Protein Coding","Q13098","48","GC17P082050","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPS1"
"GRWD1","Glutamate Rich WD Repeat Containing 1","Protein Coding","Q9BQ67","48","GC19P048445","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRWD1"
"H4C1","H4 Clustered Histone 1","Protein Coding","P62805","48","GC06P181699","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H4C1"
"HIGD1A","HIG1 Hypoxia Inducible Domain Family Member 1A","Protein Coding","Q9Y241","48","GC03M042782","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIGD1A"
"LPCAT1","Lysophosphatidylcholine Acyltransferase 1","Protein Coding","Q8NF37","48","GC05M001456","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPCAT1"
"MYH7B","Myosin Heavy Chain 7B","Protein Coding","A7E2Y1","48","GC20P053237","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH7B"
"NCEH1","Neutral Cholesterol Ester Hydrolase 1","Protein Coding","Q6PIU2","48","GC03M172630","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCEH1"
"NHERF2","NHERF Family PDZ Scaffold Protein 2","Protein Coding","Q15599","48","GC16P127487","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NHERF2"
"OGFR","Opioid Growth Factor Receptor","Protein Coding","Q9NZT2","48","GC20P062804","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OGFR"
"PDXDC1","Pyridoxal Dependent Decarboxylase Domain Containing 1","Protein Coding","Q6P996","48","GC16P014974","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDXDC1"
"QRICH1","Glutamine Rich 1","Protein Coding","Q2TAL8","48","GC03M054744","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QRICH1"
"QSOX2","Quiescin Sulfhydryl Oxidase 2","Protein Coding","Q6ZRP7","48","GC09M136206","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QSOX2"
"QTRT1","Queuine TRNA-Ribosyltransferase Catalytic Subunit 1","Protein Coding","Q9BXR0","48","GC19P010701","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QTRT1"
"RBM26","RNA Binding Motif Protein 26","Protein Coding","Q5T8P6","48","GC13M079311","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM26"
